character,line
Phil,"There are qualities about me you wish you could change, but you can't 'cause I'm all grown up, but it's not too late for Luke."
Claire,"Okay. Honey, there are a hundred things about Luke that he gets from you that I absolutely love. It's just this... this one tiny part that I'm sure if I could just get in there and just... ee!"
Phil,Claire... he's a great kid. He's gonna be fine.
Claire,I know. I think I know. I feel terrible that we fought in front of him. Did he say anything about that on the drive here?
Phil,How would I know? He rode with you.
Claire,He didn't drive with me. He drove with you.
Cameron,Just admit it... you want Lily raised by anyone but my family.
Mitchell,It's just so far away from everything she knows. And then there's the crazy aunts and the frozen cows.
Cameron,"Oh, please, in the last hour, your father publicly shamed Manny, dropped me from the sky, while his wife drilled holes in our baby's head. Oh!"
Mitchell,Which is why I think we should revisit Claire and Phil.
Claire,Where are my keys?
Phil,We left Luke alone in a parking garage!
Mitchell,We don't know the whole story.
Cameron,Don't we?
Phil,Whose car are we taking?
Claire,Mine.
Phil,Then I'm driving!
Luke,"Hey, mom."
Phil,Buddy!
Claire,Luke?
Phil,Buddy! Lukey?
Claire,"Thank you so much. Honey, get out of there."
Phil,Thank you! I'm so sorry.
Claire,We are so sorry.
Phil,"Oh, buddy, you must've been so scared."
Luke,No.
Claire,"Oh, God."
Phil,"Well, what happened?"
Luke,"Well, I knew you'd come back. Then you didn't. So I had to go find a phone. That's when I saw a stray dog and I played with him for a while. Then I thought I saw Mrs. Morgan, my first-grade teacher, going into a church. It wasn't her, but there was a wedding there. That's where I met the Litvaks."
Phil,"Oh, thank you! Thank you so much. Congratul... tov. Mwah!"
Claire,"Oh, baby."
Luke,Can I go get a drink?
Claire,"Yes, you can."
Phil,"Yes, you can! You can drink whatever you want! Of course you can. There's tons of soda in there. Ohh!"
Claire,"What an amazing kid! I can't believe I ever worried about him out in the world. That's what I do, though, isn't it? I worry. I worry... I think about a tiny, little thing, and then I obsess on it, until, suddenly, it's the only thing I can think about. God, please don't let me screw up our son."
Phil,"Hey, hey. You know why else he's gonna be okay?"
Claire,No.
Phil,"Because somewhere out there is a worried little girl who's making lists and labeling bins, and he's gonna find her."
Manny,Cam? I know you're kind of down on Jay being Lily's guardian.
Cameron,"Now, that's not anything you need to worry about, Manny."
Manny,I just think you're being too hard on him. We had a little chat in the car.
Manny,"I'm sorry I let you down, Jay. I'm starting to think if I couldn't even get up that wall, then why am I even going on this..."
Jay,"Knock it off, Manny. We both know you could get up that wall. Now, why are you trying to get out of this trip?"
Manny,I'm not. I'm excited to go...
Jay,Manny...
Manny,Okay. I have some concerns about the shower situation.
Jay,Oh. Because?
Manny,"Well, I'm pretty much at my target weight."
Jay,That's good.
Manny,"But the thing is, I haven't quite reached my target height."
Jay,"All right, first of all, you don't have to go. I'll write you a note. We'll plan on doing something fun this weekend."
Manny,Really?
Jay,You bet.
Manny,And you're not mad at me?
Jay,"Look, if you were a different kid, I'd give you the speech... You know, ""we all have insecurities. You've got to be brave here."" But let's face it... you're already about the bravest kid I know."
Manny,I am?
Jay,"Come on. You wear blazers to school. You play the pan flute. You... you read poetry to girls. I couldn't even talk to girls when I was your age. The shower thing's nothing compared to all that. So, whatever you decide, I'm behind you. No, I got that set up just right. I told you about that before."
Cameron,Jay said that?
Manny,"Yeah, and he wasn't drinking or anything."
Cameron,"So, what are you gonna do?"
Manny,"I think I'm gonna go. I mean, if Reuben can go with that extra nipple..."
Cameron,"I'm proud of you, Manny. You're doing the right thing, trust me."
Mitchell,"I mean, what were you thinking, Gloria?"
Gloria,"Ay, Mitch, I said I was sorry. But I had them since I was 2... huge ones."
Phil,What is she...
Claire,"Earrings, Phil. Earrings."
Jay,"Mitch, I just wanted to tell you how really touched I was you'd want me to be Lily's guardian."
Mitchell,"Oh, you're welcome. And you're out."
Cameron,Excuse me. I have a very important announcement to make.
Phil,"Oh. Sorry. Sorry, so rude. Totally inexcusable. Yello!"
Cameron,"Mitchell and I have decided that if, God forbid, anything should happen to us..."
Mitchell,You don't have to do this right now.
Cameron,No. We would like to Jay and Gloria to be Lily's guardians.
Mitchell,Cam?
Cameron,It's the right decision.
Gloria,"That is great news! Lily, when something horrible happens, you're going to be all mine!"
Mitchell,"It really is an ""if"" situation."
Gloria,All mine!
Claire,"I don't mean to ruin this really beautiful moment, but were Phil and I even considered for the position?"
Phil,Claire?
Claire,"I mean, we are the parents of three healthy, well-adjusted children who..."
Phil,"Honey, we need to go down to the police station. Our daughters just vandalized the school."
Claire,This is not over.
Gloria,"Let's go see your new room, Liliana."
Mitchell,"No, that's not her name."
Mitchell,Hey.
Cameron,"Oh, hey, what are you doing home?"
Mitchell,"Oh, I bailed on yoga."
Cameron,"Oh, yeah, yeah. Oh, oh, could you go to the mailbox and get me..."
Mitchell,"No, why can't I just come in?"
Cameron,You can. I just...
Mitchell,Cameron?
Cameron,What?
Mitchell,Look at me.
Cameron,I am.
Mitchell,What did you do?
Cameron,I am home alone for a lot of hours.
Mitchell,Carmen Miranda?
Cameron,I just wanted a couple before the holes closed up.
Mitchell,"Oh, Cameron. Oh. All right, just get one with me really quick."
Cameron,Okay. All right. Hey! One for daddy! Whoo!
Phil,Okay. Here she comes.
Haley,What are you wearing?
Claire,You don't remember this shirt? You made it for me for mother's day in kindergarten. It's adorable.
Haley,It's perverted. It looks like you were felt up by that creepy guy around the corner.
Alex,Ew! Why him?
Haley,"'Cause he's got, like, freakishly tiny hands."
Phil,Thank you!
Haley,I cannot believe you kept that shirt.
Claire,Of course I kept it. I'm your mother. I keep everything you make me.
Alex,Please take that off.
Claire,"Oh, when I'm dead. Today is my special day, and I am gonna enjoy me some coffee."
Luke,"You know that's a pencil holder, right?"
Claire,"Oh, I do now."
Jay,Go first.
Manny,"No, you can go first."
Jay,"Manny, go first!"
Manny,"No, Jay, you go first."
Gloria,"Ah, somebody give me a present! Oh, Jay, a diamond necklace! Thank you!"
Jay,"You deserve it. Go ahead, kid."
Manny,"Happy mother's day, mom."
Gloria,Oh. A necklace made of the froot loops! I love it!
Manny,"I know they're not exactly diamonds, mom."
Gloria,"No, they're beautiful."
Jay,"You know what? I got a confession to make. Those aren't real diamonds. No. Here, give them back. I'll get you some real ones later."
Manny,Dang it. Now I got to come clean. These aren't real froot loops. They're generic.
Gloria,Hey. Now I have no presents again.
Mitchell,Good morning!
Cameron,"He-e-e-y! Hey, what's this?"
Mitchell,"Well, I know you've had some late nights with Lily, and this is just my way of saying ""thank you"" and ""I love you."""
Cameron,"Oh, thank you."
Mitchell,"And this is just the beginning. Yeah, 'cause today is your day."
Cameron,Today?
Mitchell,All day.
Cameron,Today. Today is my day.
Mitchell,Something's happening.
Cameron,"It mother's day, Mitchell."
Mitchell,So?
Cameron,You're bringing me breakfast in bed on mother's day.
Mitchell,"Okay, no, no, this is not a mother's day breakfast."
Cameron,This is breakfast that happens to be on... You think of me as Lily's mother! I'm your wife! I'm a woman!!
Mitchell,What?
Mitchell,"Honestly, I'm a little offended that he accused me of that. I'm actually very sensitive to that issue. Like I would ever treat my partner as a woman."
Claire,Somebody got new curtains.
Mitchell,"Well, Mrs. Pritchett loves to shop. Oh, we're never"
Mitchell,Sometimes I think he just wants to be mad at me.
Cameron,I can't eat!
Mitchell,"Okay, you know what? If you can't accept the nice gesture, then just forget it. Okay, scratch the balloons. She is in a mood."
Phil,"I asked Claire what she wanted for mother's day, and she said, ""take a hike."" It's not like that. She's... she's just bananas for walking around in nature. Um, so, she and... and Gloria are taking the kids up the canyon um, and Jay and I are, uh, throwing on the aprons and preparing a mother day feast. It's... it's gonna be fun."
Phil,♪ I know you want to leave me ♪ but I refuse to...
Jay,We're not doing that.
Luke,You know there are coyotes in these woods? Did you pack a weapon?
Manny,I have a walking stick.
Luke,Does it become a sword?
Manny,I guess it could become a running stick.
Luke,"All right, you're gonna outrun a coyote? The fastest mammal in the world?"
Manny,I'm not sure that's true. And how are you gonna fend them off with a popsicle stick?
Luke,"It's a spear. And it smells like lemon-lime, a flavor coyotes hate."
Manny,Where are you getting your information?
Alex,How much farther?
Claire,"Well, I'd like to go far enough that we can't still see our car in the parking lot."
Haley,I'm getting dust in my mouth.
Gloria,You have to appreciate nature.
Claire,Yes.
Gloria,"Soon, this will be the mall."
Haley,I'll come then.
Luke,I'm hungry. I say we eat what we kill.
Manny,"Oh, then I guess we'll be eating the mood."
Luke,I don't get you at all.
Manny,I know.
Alex,Ugh.
Mitchell,"Oh, is that the party over there?"
Cameron,"I don't know. I'm a woman, remember? I have a terrible sense of direction."
Mitchell,"May I remind you that my big crime was making you fluffy pancakes, okay? I'm getting a little sick of you dwelling on this. It happens to be mother's day, not martyr's day."
Cameron,Mitchell. I'm sorry. It's just a sensitive issue for me.
Mitchell,Okay.
Cameron,There's nothing gays hate more than when people... Treat us like women.
Mitchell,...treat us like women.
Cameron,We're not. We don't want to go to your baby shower. We don't have a time of the month. We don't love pink.
Mitchell,"Well, you love pink."
Cameron,"No, pink loves me."
Mitchell,Okay.
Mitchell,Hey! So...
Cameron,"That's Jen, husband Rick, baby Diego. I don't get it either."
Mitchell,"Hey, Jen. Let me help you with that."
Mitchell,Rick! How you doing?
Cameron,"Oh, yeah, because that makes all the sense in the world... you as the husband."
Mitchell,Stop it. That's not what she meant.
Cameron,Look at us. I could snap you like a twig.
Mitchell,"Okay, every once in a while you say that thing about the twig, and I need you to know that it bothers me."
Cameron,Sorry.
Cameron,"No, let's go. Let's get out of here. Leave the stroller and run."
Mitchell,"Cam, stop. No one's going to ask you to..."
Cameron,I don't know. You guys just go ahead.
Cameron,"Oh, I don't know. Uh, okay, all right. Unhand me."
Manny,"Yeah, that was definitely poison oak. I think this rash is spreading."
Gloria,"Manny, that's not a rash. It's red because you scratch it."
Manny,I just don't want my throat to close.
Luke,Wouldn't be the worst thing.
Haley,"I'm so bored, I'd rather be reading."
Alex,"I'm so bored, I chewed the last bug that flew in my mouth just to feel something."
Haley,"I'm so bored, I'm talking to you."
Claire,"Ugh! Okay! For the last 20 minutes, all you people have done is whine! You would think on mother's day, at least, you would have something nice to say..."
Luke,Shh!
Claire,What?
Luke,Thought I heard a coyote. Go ahead.
Alex,"God, Luke, you're such an idiot."
Luke,At least I don't look like an idiot.
Alex,What does that mean?
Haley,Your hat. It's like you walked under a bird that poops ugly hats.
Manny,Can we watch the language?
Haley,There's nothing else to watch.
Gloria,Enough complaining! You can't bitch all day because you're not at the beach all day. Come on.
Claire,"No. No, no. I-I'm giving myself a mother's day present. Kids, your hike is over."
Claire,"No! No, not happy. Bad. Sad. Mm. Gloria and I are gonna go finish this beautiful hike together while you sit here and think about how selfish and thoughtless you've been. Come on."
Alex,"If we're thoughtless, how can we think?"
Claire,You just lost your water. Let's go.
Jay,What the hell are those?
Phil,Onion goggles. No more tears when I cook. Welcome to the 21st century. You should get a pair.
Jay,I was gonna suggest the same thing.
Phil,"Hey, Jay, you know what we should put in this? We should add a da..."
Jay,"No. It's my mom's recipe. What it says on the page goes in the pot. Nothing more, nothing less. Now, how long do I stir the beef and sausages? Read it to me."
Phil,You should stir the beef and sausages for five minutes.
Jay,And how much longer do I have to listen to the Julia Child impression?
Phil,For as long as it's still funny.
Jay,I think the timer just went off on that.
Phil,"That was unnecessary. What's this? What?! Hey, Jay, maybe after this, we should make ""The perfect mom."" All we need is ""a tablespoon of love, 1 cup of warmth, add one heart, softened."""
Jay,What the hell are you talking about?
Phil,"This recipe for the perfect mom, by Jay Francis Pritchett, age nine."
Jay,"Geez, I forgot all about that. I didn't know she had that in there."
Phil,"What's that, Francis?"
Jay,Nothing. How much longer on the meat?
Phil,"Aw. I love the part about ""serves one small boy."" That's adorable. Wow. ""175 pounds of tenderness."" She must have loved that. Big woman? Jay?"
Phil,And that's when I saw it.
Phil,Jay... Are... are you crying?
Jay,"No! It's the onions, damn it. Give me these."
Phil,What are you lookin' at?
Jay,Nothing.
Phil,Those really frame your face.
Claire,Oh. Wow. Beautiful.
Gloria,"Ay, thank you."
Claire,"Okay, I don't want you to judge me, but I have to say something. Sometimes, I want to punch my kids."
Gloria,You don't mean that.
Claire,"No, I do. I do. The last time they were horrible the way they were today, they happened to be all lined up. And I couldn't help but think, ""if I hit just one of them, the rest would go down like dominos."""
Gloria,Eee.
Claire,"I know. That would rob me of the pleasure of hitting each one individually, but..."
Gloria,"Oh, my God, you don't talk about your children this way."
Claire,"Oh, come on. You know Manny irritates you."
Gloria,No. Manny is the best thing that ever happened to me. We have a special bond.
Claire,"Yes, bonds. I know. But that's not what I'm talking about now."
Gloria,"Claire, for a long time, it was only the two of us. I cannot say anything bad about that boy."
Claire,"Give a break, Gloria! Anybody who's ever had a kid knows that they can irritate the freaking life out of you at some point. Am I right? Oh. Okay."
Gloria,He's persnickety.
Claire,What?
Gloria,Manny. He's persnickety. It drives me up the wall.
Claire,"Okay, persnickety. Good start."
Gloria,"He follows me around all the time. Sometimes I love it, but sometimes I need my own space."
Claire,This does not make you a bad mother to admit these things.
Gloria,And the poetry. It's not very good. Ah. First time that I say that out loud.
Claire,Okay.
Gloria,It's not very good!
Claire,Wow.
Gloria,"I-I love Manny, but, you know, sometimes I... just be a boy! Go outside. Kick a ball. Steal something."
Claire,Oh.
Gloria,It feels so good!
Manny,Maybe to you.
Gloria,"No, Manny! Ay! I was talking about another Manny that I know long time ago! Diablo! Manny!"
Luke,"You know, more people have died hiking than in the entire civil war?"
Alex,"Ok, what book did you read that in?"
Luke,"Book? Wake up and smell the Internet, grandma."
Haley,You know mom's just gonna want us to apologize.
Luke,"Well, we did kind of ruin her mother's day."
Haley,"No, she ruined her mother's day. She took us to a place she knew we wouldn't like. And then we complain for like a second, and we're the bad guys?"
Alex,That's a good point. You ever get the feeling she does this intentionally?
Luke,Why would she do that?
Haley,So she can make us feel guilty.
Alex,"Exactly. And the next time we're choosing what to do, she gets her way again. And the next time and the next time. And eventually, it's mother's day every day."
Luke,Wow. Mom's really smart.
Haley,"Well, not smarter than me."
Alex,Well...
Haley,"I say we don't apologize this time, let her know we're onto her little game."
Alex,We could change the way this whole family operates.
Haley,"Okay, so nobody says they're sorry. Got it? Keep your mouths shut when she comes back."
Luke,If she comes back.
Phil,"Jay teared up in front of me. He'd never shown me that kind of vulnerability, and it embarrassed him. I'd shamed the proud lion. Only thing to do... hug the proud lion. Oh, I could get bit. I could get scratched. But you know what's inside every lion? A pussycat."
Jay,I need you to get away from me.
Phil,"Yep. Okay, I'm just gonna say this one time so we can move on. It's okay."
Jay,Gotcha.
Phil,"You... you know what ""it"" is? It's you crying."
Jay,Which I didn't.
Phil,You teared up.
Jay,It was the onions.
Phil,"Okay, okay. Maybe I'm... maybe I'm just putting myself in your place, but if I came across something from my childhood, and it reminded me of my mom, I might get a little misty, maybe even want to talk about it."
Jay,Here.
Phil,So proud.
Cameron,"They offered me a bouquet, Mitchell."
Mitchell,Which you accepted.
Cameron,Why can't you ever take my side? They think of me as a woman!
Mitchell,"Cam, no, come on. We're just a new type of family, you know? They don't have the right vocabulary for us yet. They... they need one of us to be the mom."
Cameron,So why does it have to be me? Do I wear a dress?
Mitchell,Well...
Cameron,That's a nightshirt!
Mitchell,It's kind of satiny.
Cameron,What are you saying?
Mitchell,"Come on, you know."
Cameron,"No. No, no, no. I don't know."
Mitchell,"All right, if... if I'm thinking about it, of the two of us, if... if I had to pick, I-I-I might say that you're slightly... mom-er."
Cameron,Can I throw a ball? You don't... you don't think I can throw a ball?
Mitchell,"Cam. No, no, no. That's not what he said."
Cameron,"No, apparently, this gentleman doesn't think I can throw a ball."
Mitchell,"Oh, that's not what he said."
Cameron,"You think I can't throw a ball? Well, let's find out! Ugh."
Mitchell,Oo God. He looks old.
Cameron,"Oh, sorry!"
Mitchell,"Cam, hands."
Cameron,Sorry!
Mitchell,There you go.
Gloria,Please forgive me!
Manny,"I don't think I can. Let's just get in the van. Oh. Sorry for the rhyme. I know how you ""hate my poetry."""
Gloria,"Please, stop my suffering! Say something terrible about me so that we can be even like Steven."
Manny,Why would I say something terrible to someone I love?
Gloria,I curse my tongue!
Claire,"I'm gonna intervene here. Manny, let's talk about what really happened, okay? Your mom said you should go out and throw a ball around. That can't be the first time you've heard that."
Manny,No. But there was some hurtful stuff said about my poetry.
Claire,Which your mom regrets.
Gloria,I do!
Claire,"So? That's what parents are for. Sometimes they criticize because it helps make you stronger. Kids these days get... get trophies just for showing up. What's that gonna lead to? A bunch of 30-year-olds living at home. Manny, your mom loves you very much. But she's a human being. So she let off a little steam. Honestly, it's probably a great thing for your relationship."
Manny,I guess I can...
Gloria,"Stop. He needs to know the real truth. Manny, Claire was feeling bad because she wants to hit her own children, so I tried to make her feel better by inventing terrible things about you."
Manny,You mean you don't have a problem with my poetry?
Gloria,"No, the only problem that I have is that I never have enough of it. You're the perfect kid in every way. Ay, mi amor."
Claire,Wow. That's healthy.
Alex,Good. You're back.
Claire,Uh-huh.
Luke,Are we done?
Claire,Unless the you have something to say to the person who gave you life on her special day.
Haley,Nope.
Alex,I'm good.
Claire,"My baby, Luke?"
Luke,Uh... No.
Mitchell,Hey. Hey. Here.
Cameron,What's this?
Mitchell,"Well, it's a mother's day card. And I know... Stop it! Okay. Cam, that was Gloria's card from Manny but I just wanted you to see was its definition for ""mother"" was on it. It's warm, nurturing, supportive. You know, maybe when the world sees you as a mom..."
Cameron,Not just the world.
Mitchell,"Fine. Fine. Me too. But maybe this is what we're seeing, and I don't know why that's such a bad thing. It certainly doesn't make you less of a man, right?"
Cameron,Maybe you're right.
Mitchell,"Yeah. Come on, let's join the party. And, Cam, put down the scotch. You're not fooling anyone."
Cameron,"It is so burn-y. Oh, my God."
Jay,"Come on, people! Everybody to the table!"
Claire,"It's just hard, you know? Having your mother's day ruined. I never thought it would be you, Lucas."
Alex,Don't even think about it.
Luke,But she's sad.
Haley,Sad she's losing. She just hit you with her best shot. We need to stay strong.
Luke,But I feel...
Haley,Don't feel! Just go splash water on your face and man up! We're your mother now.
Claire,How was your day with my dad?
Phil,"Awkward, actually. He, um... he cried a little."
Claire,My dad?!
Phil,Shh!
Mitchell,Dad what?
Claire,He cried.
Phil,"No, I didn't say he cried."
Cameron,Who cried?
Claire,My dad.
Phil,Stop!
Cameron,Why would you make Jay sob like that?
Phil,I didn't make him sob. He teared up when I found this poem he wrote for his mom as a boy.
Gloria,"What is ""ohh""?"
Mitchell,Phil saw dad cry.
Cameron,Jay misses his mama.
Phil,"Everybody, stop!"
Jay,Is anybody hungry? What?
Gloria,You cried for your mommy?
Jay,"Oh, crap. I did not."
Gloria,"Yes, Phil just told us..."
Phil,"No, that's not true. She's a liar."
Jay,"What's wrong with you? Look, I know you would all be so happy if you thought I had some big emotional moment about my mom, but I didn't."
Manny,So you don't miss your mom?
Jay,"Of course I do. She was a great lady. And she also left me a fantastic recipe for sauce, which now is getting cold. So can we please eat?"
Phil,"Hear, hear!"
Jay,Just grab some wine.
Claire,"Oh, my gosh, smell that. It smells like grandma's house."
Jay,"Hey, you guys remember that?"
Mitchell,"I remember the first time I cut spaghetti. That's what she did! Eh-eh! Yeah, no, you can't cut spaghetti. She taught me to twirl."
Cameron,"Oh, so she's the one."
Jay,"Yeah, she was tough. I remember I had this little league coach. And one time after a game, he was laying into me about something. I don't remember. But mom comes charging out of the stands. She goes right up to the guy... I mean, face to face, nose to nose... and she says to him, ""let me tell you something... nobody, and I mean nobody, yells at my little b... boy."""
Gloria,"Oh, my God! It's happening again!"
Cameron,"It's okay, Jay. Let it out. Let it out."
Jay,You only get one mom.
Haley,"I'm sorry, mom!"
Alex,Me too!
Phil,"A bottle of red, a bottle of... what?!"
Luke,"Oh, yeah, and I'm the weak one."
Manny,All right. Mitchell?
Mitchell,"Oh, I'm good."
Claire,Ohh. Phil!
Alex,Oh. Dad!
Claire,"Come on, honey!"
Phil,I'm sorry.
Haley,"Ew, get off of me!"
Phil,I'm sorry!
Mitchell,"Oh, I think she's calling you."
Cameron,Don't even try. I have that pottery class in the morning.
Gloria,"Jay, let's go to bed."
Jay,Be right up. Son of a bitch.
Mitchell,"Oh, good. You're up. It is such a beautiful day. Let's go have brunch somewhere outside where I can wear my new sunglasses, huh? Ew, gross! What happened to you?"
Cameron,I don't feel good. I'm hot. Now I'm cold.
Mitchell,"Oh, no."
Cameron,And we have that concert tonight.
Mitchell,"I know, but, honey, that's the furthest thing from my mind, okay?"
Mitchell,"Why me?! We had amazing seats for Lady Gaga, and he gets sick. I'd been looking forward to that concert for months. It's the one gay cliché I allow myself."
Claire,"Okay that's it! No more fighting! No more fighting! for the rest of your lives, you are not allowed to yell at each other."
Alex,But you're allowed to yell at us?
Claire,"Yes, Alex, I am, because I feed you and I clothe you and I pay the mortgage."
Phil,Pretty sure old dad deserves a shout-out right about now.
Claire,Phil!
Phil,Sorry. Should've taken the temperature of the room first. What's up?
Claire,"Well, I'm dealing with a lot of high dr..."
Haley,"Luke and Manny barged into our room while we were changing, the little pervs!"
Manny,"Can I just say, in Europe this would be no big deal."
Luke,"Yeah. You can see me in my underwear whenever you want. Here, I'll make it even."
Claire,"No, hey, Luke, Luke, Luke!"
Alex,Mom!
Claire,"Luke, keep your pants on, okay?! And, girls, stop getting so hysterical over everything! Come on! Now, grow up a little! I need things to start changing around here, or I will change things, okay? There will be no more TV and no Internet and no whatever else I can think of. May I have a word with you, Phil?"
Phil,I'd rather not.
Claire,What was that?
Phil,Nothing.
Claire,"Phil, you sold me out behind my back."
Phil,"No! It's just that sometimes you can get a little intense, and I feel like I need to swoop in to let the kids know they're still loved."
Claire,I could kick you.
Phil,"Honey, these are just the parts that we're playing. Am I wrong, or has it been working? I feel like it's been working."
Claire,I'm tired of being the bad cop. You need to discipline them sometime and let me swoop in with all the love.
Phil,Shouldn't we just stick with the stuff we're good at?
Claire,"Oh, my God! This bathroom is disgusting! The girls told me they would clean it days ago. I can't yell at them about it one more time, Phil. You handle it."
Phil,"I would, but I promised Luke and Manny I'd take them go- karting for their good report cards."
Claire,What was good about Luke's report card?
Phil,He didn't lose it.
Claire,"Let me take them. Yes, let me take them. You stay here. Hound the girls about cleaning up this mess, and I will take Luke to do something fun."
Phil,But... I want to go go-karting.
Claire,"Yeah, I don't know what to tell you. This is happening. Boys! Hey, guys, guess who's taking you go-karting today. Me."
Luke,Why? Are we in trouble?
Claire,No! You're not in trouble. Today's just all about having fun! And you know what? Go-karting's just the beginning.
Manny,What else are we doing?
Claire,Whatever you want.
Luke,I want to bring dad.
Claire,"Well, tough. You can't. He's doing something else."
Haley,Goodbye. We will be back in a few hours.
Claire,"Oh, whoa! Where you guys going?"
Haley,"I am taking Alex to the movies, and then I'm going to the mall."
Claire,"How fun! That sounds like fun, doesn't it, Phil?"
Phil,"I'm not much of a shopper, but it would depend on..."
Claire,clean bathroom.
Phil,"Oh. Uh... Girls... How about you clean your bathroom before you go, huh? It'd really help your mom out."
Claire,"Oh, no. It's not about what mom wants. You mom is cool, very cool with whatever. It's about what dad wants."
Phil,Dad wants to go go-karting.
Phil,I would really like it if you would clean your bathroom.
Alex,But my movie!
Haley,Why do we have to do it now?
Phil,"Because Claire says so. Because I say so. And because I'm your dad. And I'm older than you, and I call the shots around here. Right?"
Claire,"Yes, you do."
Alex,This is so unfair!
Claire,"Come on, guys, let's go have some fun!"
Luke,Ow! You're hurting me.
Claire,"Oh, you're fine!"
Phil,"Have fun, guys."
Claire,Let's go! Let's go! Let's go!
Phil,So... how does this usually start?
Jay,"How you doing, sport?"
Jay,"I didn't know who that was. I never do. At least once a month, I find a total stranger sitting in my kitchen. Gloria collects every kind of stray looking for work, money, you name it. She's got a big heart. It's the one thing I'd like to change about her."
Jay,"Hey, a dog. That's new."
Gloria,"Oh, Jay, there you are. Come. I want to introduce you to Guillermo."
Jay,"Just met him. Really hit it off. Honey, keep it under a hundred bucks, you don't even have to tell me. I'm going golfing."
Gloria,"No, señor! He's a very nice man that works at the grocery store and needs a little bit of business advice."
Jay,"Oh, why didn't you say so? I thought he was just some nut who lived behind the dry cleaner's."
Gloria,"Oh, that's the guy we bought corrective shoes for last month. Jay, he knows how successful you are, and all he wants is an hour of your t... half-hour. 10 minutes. I promise him!"
Jay,"Honey, I love you, but why do you drag me into these things? You've got to learn to say no to people."
Gloria,Fine. Ask me if you can go golfing now.
Jay,Other people.
Gloria,"All I want is, when I go to bed at night, to be laying next to a man that is generous and giving. And that man doesn't necessarily need to be you."
Jay,"Okay, let's do this."
Gloria,Okay. Guillermo!
Mitchell,Do you want me to move the waste basket closer to you?
Cameron,"Oh, no. It's fine where it is."
Mitchell,Really? 'Cause the bed kind of looks like a rose parade float.
Cameron,Thank you for taking care of me.
Mitchell,"Well, what else would I be doing?"
Mitchell,"Um, seeing Lady Gaga, that's what."
Mitchell,"So, uh, Cam, you know, I hate to bring this up, but what are we gonna do about that concert?"
Cameron,What do you mean?
Mitchell,"Well, you know, we were both looking forward to going. You were looking forward to going. I was really looking forward to going. And I just... I-I hate to see those tickets go to waste."
Cameron,"I know, I know."
Mitchell,"But what are our options? We could both go to the concert. That's not gonna happen. Uh, well, we could sell the tickets online. Oh. But there's that Craigslist Killer. Oh, what to do? What to do? What to do? What to do? What to do? Other options, other options."
Cameron,"Mitchell, are you hinting that you want to go to that concert without me?"
Mitchell,No! No! Not in a million years! But that's very sweet of you to offer.
Cameron,I didn't offer.
Mitchell,"Oh, really? 'Cause that just seems like something that you would say.. ""You go, I'll be fine. You spent all the money on the tickets, and I'm just gonna lie in bed anyways."" That's classic Cam."
Cameron,I'm just so weak.
Mitchell,"Okay, good. You know what? It's settled. We're just gonna put this whole ""you insisting I go to the concert without you"" thing behind us."
Cameron,You know what?
Mitchell,What?
Cameron,Can I get one of my little pudding cups?
Mitchell,"Yes, you can. Yes. You eat the pudding, and I'll eat the tickets."
Jay,"Well, you've got confidence. I admire that."
Gloria,"He admires that, Guillermo. You're doing great. Keep going."
Jay,"Well, that's not true."
Jay,"No, you were surprised because it's not true."
Gloria,"Shh! Go on, Guillermo."
Jay,Multibillion dollars.
Jay,"Listen, I hate to interrupt your big pitch, but your dog is chewing my pillow."
Jay,It's not fantastic for my pillow.
Gloria,We're in!
Jay,"Wait, slow down. What are we gonna do about the pillow situation?"
Jay,Wait a minute. You give her a treat for doing something bad?
Gloria,Brilliant! We're going to be rich!
Jay,"Whoa, whoa, whoa, whoa. What is the difference between a bad-doggie treat and the good-doggie treat?"
Jay,But she seems like she likes it.
Jay,"Actually, she's peeing on the ground floor."
Gloria,"Quick, quick, give he a bad-doggie treat!"
Claire,Hello?
Mitchell,"Hey, it's me. Is this a bad time?"
Claire,"No, I'm just in the car."
Mitchell,"Okay, I'm having a moral dilemma. We have tickets for Lady Gaga tonight, but Cam's sick."
Claire,I'll take them.
Mitchell,"Wait, you don't even like concerts."
Claire,"Yes, I do. I'm fun now."
Manny,"Claire, they said we have to be at least 13 to ride the fast ones."
Claire,They're 13. It's fine.
Luke,"This is very confusing. At movie theaters, she says I'm 11."
Mitchell,Can we get back to me?
Claire,What?
Mitchell,Does it make me a horrible person that I kind of want to go without him?
Claire,"Well, how sick is he?"
Mitchell,"I don't know. He's sick. You know, they're not gonna make a lifetime movie about him."
Claire,"Well, what's he like when you're sick?"
Mitchell,"Cam, I think I can walk to the kitchen."
Mitchell,He's okay.
Claire,You should go. You know what I learned today? You can't wait around for somebody to give you something you want. Sometimes you just have to take it.
Mitchell,"Oh, I'm gonna feel so guilty, though."
Claire,"You'll resent him if you stay. So, how about this... you stay home and take care of him... soup, foot rubs, you blow his nose."
Mitchell,Ew.
Claire,"He's so lucky to have you. And then tonight, right before the concert, you say, ""Cam, I love you, but I really want to go."" He'll say fine. You drop Lily off at our house, and it's great."
Claire,I'm putting you on speaker.
Mitchell,What are you doing?
Claire,Making my kids love me!
Claire,"You're going down, Delgado! Like this!"
Luke,"Oh, oh, oh, oh!"
Phil,Hey!
Alex,We're finished cleaning the bathroom.
