character,line
Mitchell,Oh!
Cameron,I might need to tweak my system.
Luke,"Hey, dad. Think fast."
Phil,"Sacagawea! Wait, wait, wait... I need a break. Oh! John Philip Sousa! Oh, my..."
Luke,78 views.
Phil,We are on our way.
Luke,"Yeah, we are."
Phil,"You know what, Lukey? My dad was away a lot. And I'm not gonna do that to you. I'm gonna be the kind of dad... How many more of these do you wanna do?"
Claire,"Oh, don't look. There's that jerk Duane Bailey."
Phil,"Oh, yuck."
Claire,"I should say something to him, shouldn't I?"
Phil,"I gotta be honest, I was just working off your tone. Who's Duane Bailey, and why do we hate him?"
Claire,"Honey, he's that councilman who shot down my stop sign. Big phony."
Phil,Yeah.
Phil,"Well, you just got it."
Claire,"No. You don't remember meeting me, do you? Claire Dunphy. Last month's town council meeting?"
Claire,"""Duane Bailey. Councilman. Citizen. Puggle breeder."""
Phil,"I like what he's saying, Claire."
Claire,He isn't saying anything.
Phil,Look at his...
Claire,We need a stop sign at our intersection.
Phil,He nailed it.
Cameron,"""Actor/writer/director who packs a punch."""
Mitchell,"Oh, Sylvester Stallone."
Cameron,"Sylvester Stallone. I said it first. Oh, my God. This guy brought his kids, Mitchell."
Mitchell,"What, to this movie? Isn't it supposed to be super violent?"
Cameron,"I'm sorry. I don't mean to overstep, but I don't know that this movie is really appropriate for children. I'm terrified to see it. That's why we're here during the day."
Cameron,Okay. I tried.
Mitchell,Yeah. All you can do.
Cameron,"You know, I've... I've read this book, and I know what's gonna happen, and it's very disturbing. I really think you might be inviting some pretty serious nightmares here."
Cameron,"Yeah, but I don't think you do."
Mitchell,"Cam. Cam. He says he's got it, all right? You said your piece. Just watch the movie."
Cameron,"Oh, uh,"
Mitchell,Gwyneth Paltrow.
Cameron,I really must insist you not traumatize your kids...
Mitchell,Cam.
Cameron,...by exposing them to gratuitous violence...
Mitchell,Stop it. Shh!
Cameron,...and graphic depictions of...
Cameron,"Yeah, well, you're gonna be. I'm gonna tell you one more time."
Mitchell,Okay.
Mitchell,"It was ""The muppet"" movie. We were in the wrong theater."
Cameron,"Enjoy the show. I was always a fan of the muppets, especially the two guys in the theater who wouldn't shut up."
Gloria,Hello?
Jay,I'm running late. This knucklehead's kept me waiting for over an hour. I never had to wait like this when his dad was running things.
Gloria,Yeah. And soda was a nickel. Just tell them that your family is coming over.
Jay,This guy fired his own father. He's not gonna care about my family.
Gloria,"Okay, then just leave. You don't need his money."
Jay,"Once a week, I have eight family members coming to my house for free food. I'm not going anywhere."
Gloria,Okay. I see you when I see you. Are you okay? What is wrong?
Manny,I want to be homeschooled.
Gloria,"Really, Manny? Do you want me to learn you English? What is going on?"
Manny,"I have a big report due, and the teachers don't seem to care about the substance. All they care about is the flash."
Gloria,"Manny, sometimes you can be a little bit old-fashioned. Remember the first time you saw the kids with the backpacks with wheels and you thought they were too flashy?"
Manny,"You're going to school, not boarding a flight to Denver. It's getting absurd. Reuben freestyle-rapped his report on Irish immigrants. That doesn't even make sense. Maybe you do a Riverdance. Maybe."
Gloria,What is your report on?
Manny,The mafia.
Gloria,Perfect. We do a papier-mache Tommy gun.
Manny,"Oh, no. We shouldn't have to jazz it up."
Gloria,"Okay, then we go upstairs and we get your old rocking horse and we chop the head off."
Manny,"No, that's a terrible idea. I love Brownie!"
Gloria,Do you want to send a message or not?
Gloria,"Jay never wants me to help him with his business, and now suddenly, Manny doesn't want to listen to me either. It's very frustrating. I have all the answers."
Jay,"How you doing, Joshie?"
Jay,Closets.
Jay,I thought that was implied.
Jay,"You want a nice closet with sharp design, quality materials, and expert craftsmanship."
Jay,I wanted to hang myself.
Jay,"Yeah, let's talk more specific. What exactly do you like and what don't you like?"
Jay,"I love your enthusiasm. Uh, before I go off in the wrong direction, how about an example?"
Jay,I don't think I need to hear any more.
Haley,Whatcha doing there? Homework?
Alex,What do you want?
Haley,I need to borrow some money. It's really important.
Alex,How much?
Haley,$900.
Alex,What?!
Haley,"Come on. If you were in trouble, I would do anything for you. We're not just sisters. We're best friends."
Alex,"Look, I would if I could, but I don't have any money. And since we're talking, I never told anyone this before, and it..."
Claire,...Wipe that smug smile off his stupid face.
Phil,His face is stupid.
Claire,Oh! I can't believe ridiculous people like him end up in office.
Phil,"Well, why don't you run? You're smart, you care about the community, and you're easy on the eyes when you put a little effort into it."
Claire,Are you serious?
Phil,"Yeah, you know, maybe change out of the sweaty gym clothes every once in while. I thought you were talking about running for office. Go on."
Claire,"I'd be lying if I said I'd never thought about it. I mean, I know it's a ridiculous little local thing, but it might be fun to get out there and contribute. Plus I think I'd be good at it."
Phil,You'd be great.
Claire,"Mm. How would this work? I mean, who would be here for the kids after school? Who would take them to practice and recitals and keep them from burning the house down?"
Phil,"It must be so hard being a single mom. Claire, I will. If you wanna fly, I'm not gonna hold your feet to the ground."
Claire,Hmm.
Phil,I wanna be the one to push you off the cliff.
Claire,I think I'm gonna do it.
Phil,Great. Go fly.
Claire,Phil.
Phil,No.
Claire,"Oh, Phil!"
Phil,"I'll admit it. I'm turned on by powerful women... Michelle Obama, Oprah, Condoleezza Rice,"
Cameron,Do you want a fry?
Mitchell,"No, I can't eat. We should've stayed and seen ""The muppets."" I can't even look at ketchup without seeing blood."
Cameron,"Ooh, runaway curly fry. You know these are good luck. Mm!"
Mitchell,Oh!
Cameron,"Oh, my God. What was that?"
Mitchell,We just got rear-ended.
Cameron,"Oh, pull off to the side street. Pull off to the side street."
Mitchell,Are you okay?
Cameron,"Oh, I think I cut the roof of my mouth on the straw. Oh, my God."
Mitchell,Mm!
Cameron,So yes.
Cameron,"W-well, I-I sustained a minor mouth injury."
Mitchell,We're fine. Thank you. It's...
Mitchell,Okay. Thank you.
Cameron,"Well, he seems nice."
Mitchell,Yeah.
Cameron,"You know, if this were a romantic comedy, this would be our meet cute. We'd spend the rest of the afternoon drinking wine, eating food, flying a kite, you know, doing montage-y stuff."
Mitchell,"Yeah, am I in this movie of yours?"
Cameron,"Yeah, you're the gay best friend."
Mitchell,"Oh, my God!"
Cameron,"Oh, my God! We have a runner!"
Mitchell,"Um, it's D-W-Y... I can't read it."
Cameron,Come on! Let's go! Let's go!
Mitchell,Go where?
Cameron,We have to chase him down!
Mitchell,"No, we're not supposed to do that!"
Cameron,Help! Stop that car! He's getting away! Help!
Mitchell,"Yeah, you almost got him, Cam. You almost got him."
Cameron,He's getting away!
Haley,Hey. Whatcha doing? Playing?
Luke,Yeah.
Haley,Do you have any money saved up?
Luke,I'm comfortable.
Luke,"I've saved $1,217. It wasn't even that hard."
Claire,Don't forget your lunch.
Luke,"Thanks, mom."
Claire,"Don't forget your lunch money, buddy."
Luke,"Thanks, dad."
Phil,You bet.
Haley,Please. It's really important.
Luke,"Look, I'd love to help you out, but I'm not very liquid right now."
Luke,It's in a block of ice. I got the idea when I heard about rich guys with frozen assets. Assets.
Claire,"I am running for town council, and I understand that I can pick up a form here."
Claire,You're joking. I just saw you in the parking lot two hours ago.
Claire,"I am entering the race for town council, and I am running against you."
Claire,"No, I plan on winning, so..."
Claire,"Why do I feel like this is a rhetorical question, and you're about to l..."
Claire,Really? 'Cause I feel like they just yip a lot.
Claire,"Excuse me! Excuse me! Excuse me. Hello? Anne. Haley did that? Oh, God. Okay. Um... I'll call you right back. For your information, sir, I am no bored housewife. No, I-I would kill for ""bored."" Why isn't this lighting up?"
Luke,"Dad, I cut my arm."
Phil,"Oh, wow. You sure did, buddy. I'll get you fixed up."
Luke,Where's mom?
Phil,She belongs to the people now.
Alex,My allergies are acting up again.
Phil,"Well, it is your lucky day, because, missy, Dr. Dad has everything you need. Behold the healing powers of grape flavoring."
Alex,Where's mom?
Luke,Some people took her.
Phil,"Drink this. Listen, guys, your mom is taking on more responsibilities outside of the... house, but don't you worry. Good old... dad... Oh, my goodness!"
Luke,Ow!
Phil,I'm so sorry!
Luke,You punched me!
Alex,"Dad, you gave me the drowsy kind."
Phil,There's a drowsy kind?!
Alex,I have to study for a test!
Luke,Oh! It really hurts!
Phil,"Well, I'll get you some ice."
Luke,"No. No, no, no. I'll get it."
Gloria,"Oh, you made it. How was it?"
Jay,Eh.
Gloria,"Why? What's wrong, babe?"
Jay,I don't want to talk about it.
Gloria,Do it anyways.
Jay,"Uh, this stupid kid's been in the business about ten minutes. He barely looks at my proposal, and he says he wants more ""wow."""
Gloria,"What does he mean by more ""wow""?"
Manny,"It's the ""Bieber-ization"" of America."
Jay,What do beavers have to do with anything?
Gloria,"The beavers... they build the dams all over the country so there's no floods, is the ""beaver-ization"" of the Americas."
Manny,I'm finding there's less and less we can talk about.
Gloria,So why didn't you tell him that you've been in the business for such a long time...
Jay,It's not gonna make any difference. He wants to make a change. And I got a factory full of people depending on this.
Gloria,"Yeah, but maybe if you tell him that..."
Jay,"Gloria, please. I-I-I've had a tough day. Can we please not talk about it?"
Gloria,But I want to help.
Jay,Trust me. I wish you had the answers.
Gloria,I do!
Jay,"Hey, guys."
Haley,"Hey, grandpa."
Alex,"Hey, Jay."
Jay,What's with her?
Phil,Just tired. Growth spurt.
Cameron,"Hey, hey."
Jay,"Hi, guys. Hi, baby girl."
Gloria,"Hola, Lily. How are you?"
Cameron,"No, uh, we're not fighting."
Mitchell,"No, not at all, honey. No. Okay, uh, go play, sweetheart. Okay?"
Cameron,Let's go play with some blocks. Let's go stack some blocks.
Mitchell,"All right. Okay, the reason we're fighting is 'cause this one thinks he's dirty Harry."
Jay,Having a hard time picturing Clint Eastwood in that shirt.
Cameron,"Okay, let me ask you something. Today, at a stoplight, a guy ran into our car, and then just took off. I wanted to chase after him. Mitchell..."
Mitchell,Kept a level head and called the police.
Luke,Pfft. Police. Aren't they too busy winning the war on drugs?
Mitchell,"Okay, so which one of us did the right thing?"
Jay,Hit and run. Gotta chase him down.
Gloria,I chase the people all the time.
Mitchell,"No. No. That's... that's irresponsible and dangerous. Okay, well, what if he had been armed?"
Cameron,He wasn't armed. He had a Hillary bumper sticker.
Mitchell,This isn't an isolated incident. This morning he flipped out at somebody at The Muppet movie.
Mitchell,"Oh, no. No, honey. Just the first two numbers. No, Lily. Wait."
Claire,"Hi. Hi. Hi. Phil, where are you, honey? I need to talk to you. Do you know what our daughter did?"
Phil,Nothing. She's fine. She's reading.
Claire,"No, not her. Haley. Haley! Come over here. I want to talk to you."
Phil,There she is. Not a scratch on her.
Claire,Do you have something you want to say to us?
Haley,Uh...
Claire,Mmm... let me help you out here. Fake I.D.s?
Phil,What?!
Claire,Mm-hmm. Haley tried to get her and her friends some fake I.D.s.
Haley,I wasn't gonna use them for drinking. We just wanted to get into this club to see a band.
Claire,She took a bunch of money from them and then she lost it.
Phil,How much?
Alex,$900.
Phil,You're kidding me!
Claire,"Oh, my God! Oh!"
Haley,It's not my fault! I gave money to this guy. He's the one who ripped us off.
Claire,What happened to your face?
Luke,Oh. I ran into a door.
Phil,Yeah.
Claire,What happened to your face?
Luke,Dad hit me.
Phil,It was an accident. I was trying to open up a band-aid!
Claire,Phil! What's wrong with her?
Phil,Growth spurt.
Claire,What's wrong with her?
Phil,I drugged her.
Claire,Phil!
Phil,I accidentally gave her the nighttime allergy medicine.
Claire,"Mm. All right, one thing at a time. Haley, how are you going to repay your friends?"
Haley,I don't know.
Gloria,I know. You go there with a couple of guys...
Jay,She's gotta get the money back. Who is this kid?
Haley,A guy at school's cousin's friend. He lives in Gardena.
Mitchell,"Well, if you know where he lives, just call the police."
Phil,No cops. We can't afford a scandal right now. Claire's running for town council.
Claire,"That was before, when I thought you could take care of the children. I take my eye off the ball for one minute, and I've got one in a coma, one with a black eye, and one running a crime ring."
Gloria,"Well, to be fair, Haley started her crime ring when your eye was still on the ball."
Haley,It's not a crime ring. I just gotta get my hands on that $900.
Manny,I know how the mafia would handle this.
Jay,"The kid is right. I'm sick of these smart-ass punks who keep changing the rules and think they can get away with anything they want. I'm gonna pay this guy a visit. Haley, text me his address."
Phil,I'm going with you.
Cameron,"Me, too."
Mitchell,"Oh, no. No. Nobody's going anywhere. Okay, we're not vigilantes."
Cameron,Shotgun!
Mitchell,No! No weapons!
Gloria,"In my country, it is tradition... when the men are out seeking vengeance, the women... they stay home, and they drink."
Claire,Sometimes I think you just make this stuff up.
Gloria,Do you want a drink or not?
Claire,"Oh, yeah."
Gloria,"So what happened? You were running for office, and now you're not?"
Claire,Mm. I don't really want to talk about that.
Gloria,"I know. I am sick and tired of no one needing my help. You are going to tell me what is wrong, and I'm gonna give you the right answer, because I have all of them. So why are you not running for office?"
Claire,Because my family needs me too much. You saw what just happened.
Gloria,Why are you not running for office?
Claire,That doesn't work on me.
Gloria,Why are you not running for office?!
Claire,Because I don't want to lose! I... pfft! I haven't done anything outside of my house in 18 years. I don't want the first thing that I do to be a complete failure.
Gloria,"Okay. I'm gonna tell you a story about a little girl who entered a beauty pageant... Even though she was very, very scared that she was going to lose."
Claire,Let me guess. You won.
Gloria,"Of course I won, but I was talking about my cousin Maria Conchita. She had a nose like a toucan, she stuffed her body in this bikini, and at the end, she finished dead last."
Claire,How is that a good story?
Gloria,"Because she faced her fears, and it didn't kill her."
Claire,Hmm.
Gloria,What killed her two weeks later was a bus.
Claire,Are you serious?
Gloria,"Yes, because she couldn't see anything coming with that big nose."
Claire,This guy has won six elections. I am way out of my league.
Gloria,"Look, I don't know anything about this guy, but I know that you're a tough lady, and I come from a family of tough ladies. And I have to say, sometimes you scare me a little bit. And I know that you're strong enough to win and definitely strong enough to be okay if you lose."
Claire,I scare you?
Gloria,"Are you kidding me? ""I want Thanksgiving at my house!"""
Claire,Why does everybody think I talk like that?
Jay,This is it.
Mitchell,"W-w-wait. No, no. Come on. Do we have a plan? It doesn't seem like we have a plan."
Phil,"Yeah, I got a plan. Either he gives us the money, or he gets a private performance from england Dan and John Ford Coley."
Mitchell,That's not a good plan. That's not even a good band.
Jay,"If all you're gonna do is criticize, just wait by the car."
Mitchell,"Okay, fine. I'll see you in jail. It's gonna be a big adjustment for two of you."
Jay,Ugh.
Jay,You Peter?
Jay,You know Haley Dunphy? You owe her $900. We're here to collect.
Phil,You dig?
Phil,That does sound like Haley.
Cameron,So how are you gonna make this right?
Jay,That was easy.
Phil,"He's lucky he didn't put up a fight. I would've treated him to a reunion of Crosby, Stills, Nash, and Young!"
Cameron,We got a runner! Runner!
Mitchell,Stop! Stop! Stop! No. No. No. No. Oh! I got him!
Cameron,"Oh, my God. You did!"
Mitchell,Don't be so surprised. Help! He's slipping out of his skinny jeans. These are cute. I totally have these.
Jay,Hmm?
Phil,Ha ha ha!
Jay,There you go!
Haley,"Oh, you got it back! Thank you!"
Jay,"Hey, don't thank me. Thank your uncle Mitchell. He's the one who tackled the guy."
Mitchell,I got grass stains.
Haley,"Well, I will tell you one thing. I have learned my lesson. Disappointing my family and friends is punishment enough."
Phil,Nice try. You're grounded for two weeks.
Gloria,"Okay, we have big news. Claire has decided to run for mayor after all."
Claire,"Thank you, but it's town council."
Gloria,It doesn't matter. You're not going to win anyways. But she's going to be okay. You see? I help the people. Why don't you two let me help you?
Manny,"Well, I can't speak for Jay, but I guess I'm just too proud to ask for help."
Jay,Are you serious? She cuts your steak.
Gloria,What about you?
Jay,I don't want to bother you with my business.
Gloria,What else do I do every day?
Jay,I don't know. I'm guessing the gym and... one other thing?
Claire,"Dad, you should listen to her. She might really help you."
Jay,Huh.
Claire,She could be an asset.
Jay,Hmm.
Phil,Asset.
Luke,Heard it.
Gloria,And look at the shelves over here. They're for the shoes. Those are my favorite ones. So what do you think?
Jay,Same... exact... closet.
Cameron,"We never needed fake I.D.s on the farm. We figured if a 16-year-old could drive a tractor, he could drink a beer. Not at the same time, of course. It's Missouri, not Texas."
Mitchell,"I used a fake I.D. to get into an ""R""-rated movie... ""the fabulous Baker boys."" I found the title to be misleading. Lot of Michelle Pfeiffer... that's all I'm saying."
Jay,I remember when I got my fake I.D.
Phil,"Me, too. Crazy times."
Jay,"Hell, yeah. I tried to enlist in the army, but they saw right through me, so me and a bunch of guys drove across state lines, we got a bunch of booze, we loaded up on fireworks, and I woke up in the morning... I kid you not... in a Mexican strip joint. You?"
Phil,"Uh, I used mine to rent some bowling shoes and kept 'em. Suckers probably spent months trying to track down Dr. Richard Hertz. Think about it."
Phil,There she is! The old library. That's some late nights in there. Some of them I even spent studying. Don't tell your mom.
Haley,And maybe don't tell me.
Phil,College!
Haley,He was shielding his eyes from the sun.
Phil,Knew it when I hit it.
Claire,Phil is taking Haley to visit his Alma Mater.
Phil,Loved college.
Claire,"Mm, we were hoping some of that enthusiasm rubs off on her. Go, bullfrogs!"
Phil,Dogs. Bulldogs. I feel like you do that on purpose.
Claire,"No, it's just... I say ""bull, "" and I can't remember if it's frogs or dogs."
Phil,"When I talk to my old friends from college, do we croak or do we bark?"
Phil,I got it. Hello?
Phil,"No way! Haley, no way! Check it out! After a few beers, my buds and I would jump on these lunch trays and race down this same hill. Hop on."
Haley,I don't want to to hop on.
Phil,"Seriously, you'll get the giggles."
Haley,I don't want the giggles.
Phil,"Hey, honey."
Claire,How's the trip going?
Phil,So good.
Claire,"Go, bullfrogs."
Phil,It's dogs.
Claire,"Oh, sorry. How's Haley doing?"
Phil,"She's... she's loving it. She's loving it. I showed her the student union. We visited the dorms. We sat in on a class. I really think she's starting to see what college has to offer. Oh, hang on, Claire. Go, bulldogs!"
Gloria,"Manny, who is this Bella girl, and why is her name all over your notebook?"
Manny,"Bella's no girl, mom. She has recently blossomed, like a purple lilac in April."
Gloria,"What do you mean, she blossom? Like, the poo-berty?"
Manny,Yeah. I'll get it.
Jay,"Hey, Gloria, your show's about to start."
Gloria,Record it.
Jay,"No, the DVR's filling up. Let's just watch and get it over with."
Jay,Gloria's always saying we should do more stuff together. So I agreed to watch this crazy Colombian soap opera she loves.
Gloria,"""Fuego y hielo."""
Jay,"Which apparently, is Spanish for ""big hair and yelling."""
Gloria,"""Fire and ice."" It's about human suffering. I relate to it."
Jay,"I'm just saying, the guy's a judge. He can put a shirt on."
Gloria,"Ay, what is that?"
Manny,"Oh, nothing."
Gloria,That doesn't look like a nothing. What is inside?
Manny,"Oh, it's just something I bought. I'm gonna go open it in my room."
Gloria,I don't like this. Manny has never kept a secret from me.
Jay,Don't worry about it.
Gloria,What do you think it could be?
Jay,"Well, right now I'm a little worried it could be the rest of my evening."
Claire,Mwah! Bye-bye. Love you.
Claire,"I would love to, but I'm not feeling that great, so I'm probably just gonna go home and rest. Plus I've seen that movie."
Claire,"No, I never saw ""Gone with the wind,"" but I have two kids at sleepovers, and Haley's out of town with Phil. That means I have one night to myself, which happens once every never. I am not spending it with some gossipy mom who was mean to me in High School. I need a fun night out."
Claire,"What the hell is this? No. I asked you guys for a fun night out, not this. I-I-I need music and dancing and secondhand smoke."
Cameron,"Oh, please give this place a chance. It's a great value. The room is so cozy, and the potpies are to die for."
Claire,"Are you really comfortable with what you just said? Come on. What happened to the party people who took me to a rave, and I got to wear a tube top, and I stuffed cash in a caged go-go boy's speedo?"
Mitchell,We're still party people.
Cameron,"Oh, Joanne, before I forget, can I get a punch? One away from a free potpie."
Claire,"If that was your gay card, it would be revoked."
Mitchell,"Okay, you know what, Claire? You're being a little High School you."
Claire,"I am sorry, Mitchell, but I get one free night, and I can't spend it at a place that is a proud supporter of Wilson Elementary."
Cameron,"We all need to give back, Claire."
Claire,Give me back my night.
Mitchell,"Okay, well, Longinus did invite us to a boutique opening, you know, cocktails, DJ. But it'll... it'll be a whole scene, though."
Claire,A scene? A scene is perfect. That's great. I will get in the car before you guys change your mind. Come on. Let's go. Let's go.
Cameron,So does that mean no potpies?
Mitchell,"Uh, hey, Joanne? Two number nines to go."
Phil,Was I wrong? Are these not the best wings you've ever had in your life?
Haley,"Oh, my God."
Phil,"And you didn't wanna get 40. Oh, and by the way, this is just the start of your evening. Next up, it's over to the quad for a musical interlude from tenors, anyone? It's an all-male singing group..."
Haley,Got it.
Haley,"Yeah, I'm Haley, and this is my d..."
Phil,Big Brother. You bought it for a second. How are you?
Haley,"Oh! Uh, you know what? That's okay. My dad's got this whole thing planned... but thank you anyway."
Phil,"Nice meeting you. How fun is this? Just me and you. I was a little nervous you wouldn't see what's so special about this place. Not that I'm pushing you to come here. You know, you're... you're gonna make your own decisions. You wanna go with them, don't you?"
Haley,"No, we're doing our thing."
Phil,"Yeah, quick. Before they leave."
Haley,Are you sure?
Phil,Go. I can handle it. You're not the first girl to leave me at this table with a plateful of chicken wings. I'm kidding! I wish I was kidding. You weren't supposed to hear that. Have fun.
Haley,Okay. Love you.
Phil,Love you.
Claire,Nose job.
Claire,What do they do with all the butt they take out?
Cameron,Randolph?
Mitchell,Marcus?
Cameron,Lamichael?
Claire,Drama. Love it! This is what I wanted.
Mitchell,I could use a little seltzer water.
Claire,"Mm, I will be after I get a drink. See, that's what gay is supposed to be like."
Mitchell,"Okay, I don't know about you, but I got about five minutes of fabulous left in me."
Cameron,"Yeah, in my mind, I'm already in our kitchen. I'm watching my potpie rotate in the microwave."
Mitchell,Okay. Okay. When did hats come back?
Cameron,"That one's come back about eight times. Pick a side of the room, lady."
Claire,"All right, there's, like, a thousand people waiting for wine. I wanna try on a couple of dresses, and then Julian here's gonna take us to a club across town."
Cameron,I think we're gonna go home.
Claire,What? Why? It's 9:30.
Mitchell,It's 9:30?
Claire,"When did you two become such old women? First, you take me to that senior center for porridge, and now you can't even stay up past Luke's bedtime?"
Cameron,It's Friday. We get tired on Fridays.
Mitchell,We get very tired.
Claire,I have 3 children. I've been tired since 2005. Let's rally. You're my ride.
Claire,Really?
Claire,"Okay. All right, girls, go home, roll up your hair, clap out the lights, 'cause this guy, who I just met, is gonna show me a good time."
Mitchell,"Okay, well, if he was straight, this would be just like High School."
Jay,This is ridiculous. She's obviously got a pistol under that poncho. How do you watch this stuff?
Gloria,He's been up there for more than one hour. I can't stand this.
Jay,Who's been up there? Ronaldo's doing the dishes right in front of her.
Gloria,"Manny, in his bedroom."
Jay,"Gloria, are you even watching this? I'm doing this for you."
Gloria,What does he has in that box that he cannot show to me?
Jay,Little boys are supposed to keep secrets from their mothers. Wait. The judge just peeked through the window. Is he interested in Celia now? She could be his daughter.
Gloria,"I bet it's a birthday gift for me. Yeah, that sounds right."
Jay,What's he saying? I've never seen him this mad.
Gloria,Wait a minute. I already found my birthday gift underneath his bed. It's a giant hat. When did hats came back anyway?
Jay,"Now she's reaching under the poncho. Like she's gonna shoot Ronaldo. He's the main character, right?"
Gloria,That's it. I'm going up there.
Jay,"Wait, Gloria. No. Don't go."
Gloria,Why not?
Jay,"Think about it. 13-year-old boy, talks about girls all day long. We have more security on these computers than the Pentagon. What do you think he's doing up there... alone?"
Gloria,Do you think he ordered some movies?
Jay,"Movies, magazines, whatever the hell."
Gloria,"How dare do you say that, Jay?! He's a little boy! He's just a boy. I don't want to talk to you. I'm gonna take a walk."
Jay,"Gloria, come on. Come back. I know you're not mad at me. You just... Oh! What'd she do? Ronaldo!"
Phil,"Wang chung! Pay up, gentlemen! Yes! Thank you! Really? That's so nice. Another pitcher, my good woman."
Phil,"Claire would have killed me if she'd known that I let Haley go off alone while I chilled in a bar with some undergrads, but I happen to trust my daughter. Also, I was tracking her location with the GPS on her phone."
Phil,"Fellas, Cedar and Los Alamos. That's, uh..."
Phil,Pi Chi?
Mitchell,"Oh, come on. Why is my Bluetooth not working? Oh, God. It's Longinus. He's gonna be so mad at us."
Cameron,"Hey, Longe. Don't be mad at us for leaving."
Mitchell,"We're sorry, but the sitter called, and, uh, Lily was running a fever. So... we feel even worse about dumping Claire on you and your hot date."
Cameron,"Who is gorgeous, by the way. Seems super funny, too. Perfect for you."
Cameron,"What? Julian's straight. Oh, I love it when a straight person and a gay person go out together."
Mitchell,"Oh, my God. This isn't our car."
Cameron,What?
Mitchell,This isn't our Prius! They... they must've given us the wrong one at the valet. That's why the Bluetooth isn't working.
Cameron,We stole a car? Are you serious?
Cameron,"Oh, we stole a car. Uh, we gotta go."
Mitchell,"Okay, we did not steal a car, Cam. It was given to us."
Cameron,Why are you giving me attitude? You're the one that stole a car.
Mitchell,How is this a stolen car?! How?!
Cameron,I don't know! I'm confused! Do you have an aspirin?
Mitchell,This isn't my car!
Claire,"Hey, Lukie. Hi. What's going on? I'll check. I have it. Well, I could bring it by and meet you outside in 20 minutes? No, sw... out... out... Outside, sweetie. Okay. Bye-bye. Do you mind swinging by my kid's sleepover? I gotta give him this retainer. It's on the way to the club."
Claire,"You are so sweet. Holy pythons, Batman. Do you ever leave the gym?"
Claire,"Oh, my God. I'm gonna have to try out that second one. Zip, please."
Claire,I've got two kids at sleepovers and one upstate with daddy. The fun is just beginning.
Mitchell,"Unbelievable. The valet gave our car away to someone, like, and hour and a half ago."
Cameron,You know what that means. Our potpies could be anywhere by now.
Mitchell,"Y... they probably went home. If... if we knew their address, maybe we could see if our car was there."
Cameron,"Oh, yeah. And how do you propose we do that?"
Cameron,"Oh, you're good. Oh, and look. Only .6 miles away."
Mitchell,"Notice how she didn't wait until after the turn to tell me, Cam?"
Cameron,Really? This? Now?
Mitchell,I'm just...
Cameron,"Oh, look. They went to see Jay-Z. We almost went to see Jay-Z, didn't we?"
Mitchell,"No, no, no, 'cause remember it started at 8:30."
Cameron,"Oh, yeah, which meant he wouldn't have gone on until 10:00."
Mitchell,And then that parking nightmare.
Cameron,"Oh, and those stairs."
Mitchell,"Okay, I'm hearing it now. Is Claire right? Are we in a rut?"
Cameron,"Well, we might be, especially compared to these people. Look at this. Cancun luggage tickets. A parking pass to Yosemite. A triathlon bib. This is living."
Mitchell,"No, but you know what? We have Lily, okay? I know. You can't do that with a child."
Cameron,They have a car seat.
Mitchell,"Okay, fine, we're in a rut."
Mitchell,"You know, maybe we just need to be around more stimulating people."
Cameron,"Well, we're gonna be in about 900 feet."
Mitchell,It's not the craziest idea. They seem like fun people.
Cameron,"Yeah, and maybe we can be new couples friends with them. You know, we can go out to concerts, try exciting new food, maybe do some luxury camping."
Mitchell,"Yeah, hitch our wagon to their star and see how fast they spice up our life."
Cameron,I believe we have.
Mitchell,"Oh, my God! Oh, my God."
Cameron,What's happening?!
Mitchell,I'm trying! We are in a rut!
Cameron,Really? You wanna talk about that right now?
Mitchell,"No, we are stuck! We're in an actual rut. We're stuck."
Cameron,Ohh!
Mitchell,"Oh, my God. Oh, my God!"
Cameron,We are victims of a hate crime right now!
Cameron,"Go! Go! Oh, my God"
Phil,"Oh, no, you don't."
Haley,"Dad, what are you doing here?"
Phil,"What's this, buddy."
Phil,"Oh, really? 'Cause is smells... Okay, it smells like ginger ale. But that doesn't prove anything."
Haley,What the hell?
Phil,We are leaving.
Haley,I'm having a nice time with...
Phil,"With this clown? And by the way, it's a little cliche to pick someone who looks exactly like your dad. I got your number, Pi Chi. I know you."
Haley,"Yeah, you do. This is Ben Ford. He's in my class. He's visiting, too."
Haley,What is wrong with you? Are you trying to ruin college for me before I even get here?
Phil,"No, I-I'm not. I am so sorry. You are not a clown. You were an excellent backup shortstop. Alecia. Bruce. Go, bullfrogs... Dogs! Go, bulldogs. Claire!"
Jay,"Wow. Really? No, it's just a shock, is all."
Gloria,Jay?
Jay,So Celia's carrying the judge's baby. No wonder she shot him. She's hormonal.
Gloria,Who are you talking to?
Jay,"The housekeeper. Maria, I've gotta go. Thanks a lot."
Gloria,"Jay, I need you to talk to Manny."
Jay,What?
Gloria,"Well, if he's doing what you think he's doing, then he needs to talk to a man. I don't want him to be ashamed of anything."
Jay,Then you don't want to send me in there.
Gloria,"Yeah, but what if... if he has questions? What if he doesn't know how to..."
Jay,"Gloria, Gloria, whatever he's going through, he can work it out himself."
Manny,Help! I'm stuck!
Gloria,"Ay, no, Jay, go. I beg of you! Go! Go! Go!"
Jay,Gloria. I'm extremely reluctant to do this.
Manny,Please hurry!
Gloria,"Ay, no. I cannot look at this."
Jay,What the hell?
Manny,"I can't get down, Jay."
