character,line
Gloria,Your phone is about to take a dive.
Jay,Come on! Where do we want to go next?
Alex,Oh! Ethan and I want to try the haunted mansion.
Claire,There is no you and Ethan.
Gloria,Let's go to the jungle cruise. It's right there.
Jay,Why? Tired of walking in those heels?
Gloria,No. You tired of being with a hot wife?
Cameron,"Well, well, well. What do you know? Another caring parent with a child safety tether. See? We're not the only people who use them. Hi! Aren't they adorable?"
Cameron,"Oh, well, yes. She just wanted to say hi."
Cameron,Oh! No problem. She's friendly.
Mitchell,"Oh, his... his name's Rex, huh?"
Cameron,"Oh, okay. Lily, no, sweetie. Lily, um..."
Cameron,"Oh, yeah, no... oh, no problem. Lily, stop moving, sweetie. Stop moving."
Mitchell,"Okay, you got this."
Cameron,Okay. Okay. Good girl! Good girl! Sorry.
Jay,"You know what the fight with Dede was about? I taped a football game over an episode of ""Dallas."" Who bails on a family trip to Disneyland over something like that? Ironically, Dallas was playing in the game. And I remember pointing that out to her, and then I remember a video cassette flying at my head."
Alex,I do. Even geekier... I'm good.
Alex,I will answer you this.
Alex,"I know, right? Like, go where the cello is."
Claire,"Oh, look at this. I think I've inadvertently set up my 14-year-old with a college boy."
Jay,The boy was your doing?
Claire,"Yes. Yes, and he was perfect, and Haley was into him until, of course, we ran into Dylan. I mean, come on, dad. What are the odds of that happening?"
Jay,It's a small world.
Claire,"Yes, it is."
Jay,You see what I did there?
Claire,I did.
Jay,'Cause it's a ride.
Claire,"I got it. Got it, dad. I got it. It's so frustrating because... I know I can't run Haley's like for her, but if she would let me, I would be so good at it."
Jay,"Right, 'cause parents always know what's best for their kids. You remember that nice girl at the office I tried to fix Mitch up with?"
Claire,"No offense, dad, but I think I probably have a better sense of what my kids need than you did."
Jay,I think it's cute you think that.
Luke,Mom! It was so awesome! The jeep was jerking around... And... and there was a lot of sharp turns and big drops.
Claire,Uh-huh. Uh-huh.
Phil,It just kept going.
Claire,Wow. You okay?
Phil,Great. Why wouldn't I be?
Claire,Because you're kinda leaning on me.
Phil,"Well, isn't that what a marriage is?"
Claire,"Ohh. Oh, Alex, stop touching him."
Jay,Oh. You look like hell.
Phil,I'm feeling a little dizzy. I think that ride did something to me.
Jay,The fluid in your inner ear is thickening. That's what happens when you get old.
Phil,It is?
Jay,"Yeah, you can't take the motion. I gotta pop a dramamine to get in my swivel chair."
Phil,That is not it. I'm king of the roller coasters. I think I just put too big of a whipped cream smile on my pancake this morning.
Luke,You guys wanna go on Matterhorn?
Jay,"Luke, I think me and your dad are gonna sit this one out, maybe get one them big pickles."
Phil,"No! You're gonna have to eat that pickle on your own, Jay. I still got a few good years left. Luke, wait up! I'll race you there! I'm good. I'm good."
Mitchell,"Okay, everybody's looking at us. I haven't been judged by this many people since I forgot my canvas bags at whole foods."
Cameron,"Yeah, well, maybe they're staring because we have what they want."
Mitchell,"Whoa! Oh, a pet daughter. 'Cause that..."
Cameron,"You know, I don't care what people think. If I thought it would keep my daughter safe, I would have a kangaroo pouch sewn into my midriff."
Mitchell,"That's gonna work out really well for you as a single parent. Okay, we just got a glare from Mr. Socks-with-sandals. All right, that's it. Lily, I'm gonna take off this leash."
Cameron,I think it's a mistake.
Mitchell,"But I don't want you to run away, 'cause that would be very, very unsafe, and if we lost you, you'd be very scared, and we'd be very sad. Okay?"
Mitchell,"All right. See, Cam? You treat her like a human being and she acts like one."
Cameron,"Oh, great. Now she's chasing squirrels. Lily!"
Mitchell,"Honey, come on!"
Cameron,Lily! Lily!
Jay,Hey! How was Splash Mountain?
Gloria,It was great! Maybe we go again.
Manny,"No, thanks. There was no reception in there. You know how many bars I had? Zip-a-Dee-doo-dah. Reuben, talk to me!"
Jay,Must be nice to get out of those shoes for a minute.
Gloria,I don't know what you talking about.
Jay,"Nothing. I'm just making conversation. Hey. Check it out. I bought one of those souvenir photos with you and Manny on the ride. Boy, it looks like you're having a good time. Wait a minute. What's that in your hand? Are those shoes?"
Gloria,"I'm not even sure that that is us, Jay."
Jay,Why are you walking around in pain? Just admit the shoes were a bad idea.
Gloria,I am not in pain. I just didn't want my favorite walking shoes to get wet there.
Jay,"Okay, my bad. Well, we've gotta meet everybody in Tomorrowland, so we'd better get movin' 'cause it's all the way on the other side of the park."
Gloria,I'm fine. You just try to keep up with us.
Jay,I can't take this.
Luke,"Dad, throw your hands up! It's fun!"
Phil,"Oh, yeah, it is fun!"
Manny,"Reuben, if you heard about that stock at a birthday party, it's already too late."
Jay,"Gloria! Gloria, sit down for a second."
Gloria,"I'm fine, Jay."
Jay,Please? Look... You may not be in pain... But I'm in pain just thinking you're in pain. So humor me for one minute.
Gloria,What are those?
Jay,There wasn't a big selection at the Bibbidi Bobbidi boutique.
Gloria,"Are you crazy? I cannot walk around in public with these... things. They're so yellow and so ugly. And... and they're so softy and so comfortable. Jay, what is this? Thank you for going shopping for me. Thank you for worrying about my feet. Thank you for giving me your jacket when I'm cold. You're such a good man, Jay. Thank you."
Jay,Wow. I didn't expect you to be so... So nice.
Gloria,Why are you so surprised?
Jay,Now please don't go all Latin on me when I say this. Is it possible you get angry from time to time because you're always wearing... uncomfortable shoes?
Gloria,Maybe. Can you get me a couple of more? Maybe they have purple?
Jay,"Whatever you want, honey."
Claire,"All I'm saying is, it seemed like you were pretty into Ethan until Dylan showed up."
Haley,"Don't get me wrong. Ethan's nice, but he's no Dylan."
Claire,Maybe that's a good thing?
Haley,Why? Because Dylan's a free spirit? He's too edgy for you? He plays by his own rules?
Claire,"Oh, my God."
Haley,What?
Claire,I beg of you to turn around and experience with me the greatest moment of my life. Your rebel boyfriend's a Dapper Dan.
Haley,Maybe that's not him.
Claire,It certainly seems like him.
Haley,"Oh, my God. He looked like those old pictures of dad from High School."
Alex,"Oh, there's a really great exhibit downtown. I'll take you."
Haley,"Oh, on what, your razor scooter? Mom wants you."
Alex,I-I-I...
Haley,Ethan! I've been looking all over for you!
Jay,"I remember I was on Pirates of the Caribbean, and this whole fight with Dede was really eating at me. And there was this angry animatronic wench with a rolling pin, chasing some poor pirate around. They were on a track, running in circles, so he could never get away from her. And I remember thinking, I can't save you, buddy, but I'm getting off this ride."
Luke,"And... and we were going around a corner, and I was screaming and I swallowed a bug. Oh, being tail is everything that I dreamed it would be. What should we do next?"
Phil,Sit down.
Luke,Where we gonna sit down?
Phil,"The ground. Here, this is good right here. Oh!"
Luke,"Are you okay, dad?"
Phil,"No, I'm not okay. I hate to tell you this, but these rides are killing me."
Luke,B-but you're the king of roller coasters.
Phil,"I know! Something happens when you get older. Guess you can't take it. One of my favorite things in the world is doing stupid fun stuff with you, like pogo stick basketball or trying to get a swing to go all the way around."
Luke,"Next time, we should sit on a fire extinguisher."
Phil,"Yes, or a bottle of coke and some mentos. Honestly, though, the way I'm feeling right now, I don't know if there's gonna be a next time."
Luke,"Dad, we can always find cool stuff to do. Even if you're old and in a wheelchair, I'll take you to the mall and push you as fast as you wanna go."
Phil,Really? You'd do that?
Luke,"Heck, yeah. And we'll pop some wheelies, too."
Phil,That sounds fun.
Luke,And I'll take you to the top of a huge hill and just let go.
Phil,"Okay, we'll nail down the specifics later, but that... that's really nice."
Luke,So do you still wanna talk or...
Phil,"No, go. Ride Space Mountain. Hey! Hey! At the end, when they take a picture, do something hilarious for both of us. You're gonna die. When you see it, not 'cause you're old."
Mitchell,"Lily! Lily, stop! Dad! Dad, grab her!"
Jay,"Hey, I gotcha, you little monkey!"
Mitchell,"Thank you. Hey, Cam, I got her. We're in Fantasyland. Where are you? Okay, it's Toontown, not Toonton. You've been watching too much PBS. Thank you. All right, honey, come here."
Mitchell,"Yeah? Well, I don't like running like a crazy person through Downton Disney... Downtown Disney. I don't know what to do."
Jay,"Well, the leash is not the answer. You want my help?"
Mitchell,"Yes, please!"
Jay,"'Cause I can fix this for you in about two minutes. Come on, baby girl. Come with me. We'll be right back."
Gloria,Okay.
Mitchell,"Where we going? Oh, this way?"
Gloria,"Manny, you don't sound very happy for a kid that is flying an elephant."
Manny,I lost to Durkas. It's not fair. He wanted to buy IBM because he thought it was funny to say.
Gloria,"Well, I'm glad that you lost. Fake money has changed you. Where is the Manny that used to stop to smell the roses?"
Manny,He took a bath on a solar start-up in San Jose.
Gloria,"You have been so busy burying your face in your phone that you barely said hello to your family, you gave Winnie the Pooh the cold shoulder, and you haven't even noticed that pretty girl in the blue elephant that has been smiling at you."
Manny,"Not my type, but still it's nice to be noticed."
Gloria,You see what happens when you're not burying your head in business?
Manny,You're right. I'll try to be more present. What the heck's on your feet?
Gloria,They're slippers! They're like pillows.
Jay,Attagirl. You're welcome.
Cameron,"Look. Your dad got her baby high heels, which we said we were never gonna let her wear."
Cameron,"You look gorgeous, sweetie. Oh, my gosh. You felt people judged us before? Wait till they meet little Miss Anaheim."
Mitchell,"Who cares? Look at her. She can barely move. Thank you, dad."
Jay,You know what? She's got pretty good gams for a 3-year-old.
Haley,Cheese!
Haley,Thank you!
Haley,Okay.
Haley,Why are you dancing like that?
Haley,"Well, I'm not talking to you."
Haley,"I know, but I'm mad. You came back to town and didn't even call me."
Haley,But the four dweebs on a bike act?
Haley,"Nothing. Dylan ; I still love her, Ethan."
Haley,"Dylan, let's not do this now."
Haley,You...
Claire,"Ethan? Ethan, what is going on? What are you doing?"
Claire,No.
Cameron,"Come on, Lily sweetie. Keep up, honey."
Claire,"Come on. Phil, you don't look like you're doing very well."
Phil,Maybe because I officially became an old man back there at Thunder Mountain.
Claire,"Oh, my goodness. You are burning up. You might have the flu."
Phil,"A bunch of guys at work had the flu, and we all drink orange juice out of the same carton. We should get cups. Luke, did you hear that?! I have the flu!"
Jay,Glad we didn't share that pickle.
Haley,"Hey, everybody."
Alex,"Oh, hey, hey, guys. Where's Ethan?"
Haley,"Oh, he's staying. He ran into some friends. But Dylan got fired, so... don't freak out. We have to give him a ride home. And we're back together."
Phil,Yay.
Jay,"Hey, no one goes home till we hit the Lincoln thing."
Luke,Yawn.
Claire,Don't even try to fight it.
Mitchell,"Yeah, he made us go when we were kids."
Jay,"Come on, people! It's a robotic president! What's not to love?"
Luke,A robotic president?
Jay,"So my plan was, drive Claire and Mitchell home, put them to bed, pour myself a big tumbler of scotch, and tell Dede it was over. But on the way out, we made one last stop."
Jay,"I don't know what happened. Maybe it's what robot Lincoln said about a man's duty or keeping the union together. Maybe I just chickened out. But I realized that staying with my kids was more important than leaving my wife. Now that's not the right decision for everyone, but it was the right decision for me."
Jay,So I stuck it out until they were grown...
Gloria,"Jay, you want to join me in the jacuzzi?"
Jay,And the universe rewarded me.
Luke,"Here we go! Hey, dad, roller coast fist bump. What was that? Is this gonna be so awesome! Close your eyes. It makes it more fun."
Phil,"Oh, yeah. That is more fun."
Claire,"Phil, honey, you're still up."
Phil,"Okay, how does this sound? Mitchell, I love you very much, I not only love you, but admire you, and someday I hope to..."
Claire,"Are you firing him or proposing to him? Honey, this was supposed to be a part-time job. He was gonna be done in the summer anyway. Just be direct."
Phil,I should have warned him. How do you tell someone they have a reputation for being lazy?
Claire,Mitchell? Lazy?
Phil,"Yeah. Yeah. He handed in a couple of contracts late, but I didn't want to say anything because he's practically doing this for free. I can't do this! This isn't the face of a cold-blooded hatchet man. Will you do it?"
Alex,Hey.
Claire,"Oh, I'm sorry. Did we wake you up?"
Alex,"No, I was up. I'm worried about tomorrow."
Alex,"My art teacher acts like I don't exist, but I have one last chance to impress him at our year-end art fair. A few students are doing living versions of famous paintings. I've chosen this one, and I'm using my own family. Brilliant, right? When I told him, he said, ""that's nice, Alice."" It's been a year. Alice? Really?"
Claire,"Honey, do you think you're nervous because you've got a little crush on Mr. Jarvis?"
Alex,No.
Claire,Are you sure? Because I've seen the way you look at him...
Alex,Sounds like you're the one with the crush! I've just never had a teacher not like me before.
Phil,"Well, Ms. Davis."
Claire,Mm.
Alex,Please. She's a gym teacher. She is to teaching what Dr. Seuss is to medicine.
Claire,And to think she didn't like you. You? What's your problem?
Luke,Nothing. I'm just excited for tomorrow.
Luke,I'm getting a medal at school because I put out a fire. Maybe that's what I should be when I grow up... A professional medal-getter.
Luke,I don't know. I was just walking by and I smelled flames.
Manny,I was there.
Manny,I don't like this. We're not supposed to be in here.
Luke,"Just keep a lookout! We're ten seconds away from creating luketonium. Oh, crap!"
Manny,Look what you did!
Luke,I don't know. I was just walking by and I smelled flames.
Claire,"Okay, guys, you're gonna be dragging tomorrow if you don't go to bed right now. Let's go. Go."
Luke,"Fine. Come on, Alice."
Phil,"I'll be up in a minute. ""Mitchell, I can't tell you how hard... How hard this..."" No, that's... no, it's not personal enough. Okay, okay. ""I can't tell you how hurt and angry this makes me, but you've been late too many times. I'll need your keys."""
Haley,"Daddy, no! I'm so sorry!"
Phil,"Honey, I didn't hear you come downstairs. You couldn't sleep, either?"
Haley,"Uh, yeah. No, there's just, like, a lot on my mind with graduation, and what to wear. How does this look?"
Phil,Wait a second. You're carrying your shoes. How am I supposed to judge the whole outfit? Put 'em on.
Jay,"So make sure you give this menu here a good, thorough reading."
Gloria,Soup.
Jay,You didn't even look at it.
Gloria,Soup.
Jay,Check out what's below the soup... Sandwiches.
Gloria,Have you check out what is below this outfit? This doesn't come from sandwiches.
Jay,Look!
Gloria,"""The Jay Pritchett""? I don't understand. They named you after a sandwich?"
Jay,No! They named a sandwich after me!
Gloria,"""Turkey, bacon, Swiss cheese, red peppers, anchovies on wheat""?"
Jay,"Most people would stop after the salty bacon, but I double down with the anchovies."
Gloria,Were you making a sandwich or attracting deer?
Jay,"Oh, I should get a picture of this... an actual waitress sighting in this dump."
Gloria,What's happening?
Jay,"Gloria, it's Maxine."
Gloria,"No, no, I'm not, um... Okay, I get it. I get it."
Jay,Thanks.
Gloria,What's wrong with your neck?
Gloria,Audit?
Jay,It's nothing.
Jay,Look at it... my prettiest child.
Gloria,Why didn't you tell me about your neck?
Jay,It's fine. Take a bite.
Gloria,Your company's getting audited?
Jay,"Nothing! Three bad days, then it's over. Come on! I'm... I'm anxious to hear what you think. I see it growing on ya. It's like Maxine when she first tried it. You know, she..."
Gloria,I don't like it.
Jay,You probably didn't get all...
Gloria,"Jay, I try it. I don't like it."
Jay,That's all you can say?
Gloria,It tastes bad in my mouth. It's like a fish and a Turkey beat themselves to death with a pepper.
Jay,"Okay, fair enough. Maybe a little picky, though, from someone who prepared a Colombian specialty and said, ""why are you not eating the hooves? They're the best part."""
Cameron,I'm back!
Haley,"Oh, hey, Uncle Cam."
Cameron,"Oh, thanks again for picking me up last night. You're welcome, but you have to be more careful."
Haley,"I was the responsible one. Lisa was drinking, and I took her keys, and then e..."
Cameron,"I understand. My senior year, I had a pretty crazy night myself involving a bottle of corn mash and an overturned plow."
Haley,Seriously?
Cameron,Yeah. You don't know terror until you've had to stare down the eyes of a Missouri State Trooper and talk your way out of a P.U.I.
Claire,"Honey, you don't drink coffee."
Alex,"I do when I've been up half the night worrying about a project that's only one-third done, and I still have an apron to sew, scenery to paint, plus my normal crushing workload. So... Unless you have a better way for me to stimula... Oh, God. God, coffee's bitter."
Claire,That was your first sip?
Cameron,"Okay, I got the chafing dish, salt and pepper shakers... perfect matches, both. I may have to readjust my grapes."
Claire,Oh. Ow. I'll just give you a little privacy. Welcome back to the light show. Hi.
Cameron,"Hi, Lily."
Claire,"Lily... Sweetheart, no. No, no, no, no. We're... we're not gonna do that today."
Cameron,"Actually... actually, Claire, we're... we're trying not to use the word ""no"" so much. We just read a book that said children learn to rebel against that word."
Claire,Uh-huh.
Cameron,"So we redirect her into a new activity instead. Oh. Here... well, just watch this. Lily, sweetie, hi. It's daddy here. Would you like to listen to some music? Okay. There you go. See?"
Claire,"Every new generation thinks they have cracked the code on child rearing. What's the latest theory? Never say ""no."" I say ""no"" every day in this house."
Phil,"But at night, she's a ""yes"" machine."
Claire,No.
Claire,"Oh, it doesn't seem that she is redirecting her own energy as much as using a lot of ours."
Cameron,But do you see how she's slowly transitioning from the lights to the music?
Claire,"Yeah. Yeah, I do. It's hard to believe there was ever a time when we just said, ""stop doing that."" Oh. The garbage disposal. Lily, no, no, no, no, no, no, no, no. Now let's redirect you into a nap, huh?"
Cameron,"Actually, we're doing this new thing where we let her tell us when she wants to take a nap."
Claire,Uh-huh.
Cameron,"It's called ""being your own nap Captain."" Come on, sweetie."
Phil,Hey! Hey.
Mitchell,Phil. Hey. Did you ring the doorbell?
Phil,"Oh, no, 'cause I have these two coffees. One is for you."
Mitchell,Thank you.
Mitchell,"Here's my life... a full-time job, a 3-year-old, and a second one on the way. And as a favor, I agreed to do a little work for Phil's agency. The problem is, I'm very good, and the more I do, the more they want me. I-I even turned in a few assignments late so that they'd fall out of love with me a little bit."
Mitchell,Right. How... how long have you been standing here? Are... are you... are you all right?
Mitchell,'Cause you're... you're really blinking.
Phil,"I'm a stress blinker, um, and what really gets me going is confrontation. I hate it. I-I avoid it at all costs. Terrible at it. Once, I, uh, I tried to break up with a girl, and I danced around it so much, she didn't know I had broken up with her. 20 years later, we're still married."
Phil,I am... really... sorry... About the cold coffee.
Mitchell,"It's not that cold. It's lukewarm, so..."
Phil,"Funny story about that expression... when the kids were younger, um, we had a, uh, a wading pool... And occasionally, Luke would have an accident, and, um, Alex would scream, and we'd say, um, ""it's okay, honey, he's just making it lukewarm."" Wow, so..."
Mitchell,"So I gotta get going, but I-I'll see..."
Phil,"Okay, wait! I'm just gonna come straight out and say it. Mitchell, you've done a wonderful job for the agency since you decided you'd help us out for just a little bit. And we couldn't ask for more, could we? I wish it didn't have to end. In fact, if it was up to me, you'd stay on forever..."
Mitchell,"Phil, Phil..."
Phil,"But it is not just up to me, is it? So... I..."
Mitchell,"Phil, I saw this coming, and... and look..."
Mitchell,"I bailed. I made an excuse and left. But I-I-I've gotta be straight with him. ""Phil, I cannot stay on with your firm forever."" Oh! God, it's gonna crush him. Maybe I can get Claire to do it."
Phil,"Well, that was easy!"
Manny,You're not a hero.
Luke,I put out a fire.
Manny,A fire you started.
Luke,Was there a fire?
Manny,Yes.
Luke,Did I put it out?
Manny,That's not...
Luke,Answer the question.
Manny,Yes.
Luke,"I'm getting an award for it. If they gave awards for starting fires, I'd be getting one of those, too."
Manny,"I know you have a conscience, Luke. Do you see this flag? It stands for Justice. So when that fire marshall gets here, I know you're going to look at that flag and do the right thing."
Gloria,You were very quiet all the way home. Are you upset at me because I honked at that old lady?
Jay,"Normally, we leave the honking to the driver, but I'm used to it."
Gloria,Is it because of the sandwich?
Jay,"Ah, you maybe could have eaten half of it... Said a couple of nice things."
Gloria,"It's just a sandwich, Jay."
Jay,"It's not about the delicious sandwich, Gloria. It's about being respectful of a person's feelings."
Gloria,But I was just being honest.
Jay,"You don't have to be honest about every little thing in a relationship. Some things you say, some things you don't."
Gloria,Oh? What are the things that you don't say?
Jay,"Gloria, I really don't wanna do this anymore."
Gloria,"Oh, really? But you cannot just try to teach me a lesson, and then not even..."
Jay,"Okay, fine. I don't say this, but it... bothers me a little bit that you're just a tiny bit... loud."
Gloria,Loud?
Jay,"Not all the time. Only when you, you know, when you talk."
Gloria,So I embarrass you?
Jay,Gloria...
Gloria,What? Am I being too loud again?
Jay,All right. Buckle up.
Gloria,"Oh, I'm gonna go and try to do the laundry, and I'm gonna do it very quietly so I don't bother you. Maybe Manny can help me. Manny!"
Jay,I get it.
Gloria,Manny!
Jay,I get it. Now you're not even making any noise.
Alex,"Okay, this is way too many grapes, and this spoon is modern day, so if we use it, everyone at the table has to react in shock at the spoon from the future. Okay."
Claire,And that went down the drain.
Alex,And you need a nap.
Cameron,"I got it. Ooh, I lost it. Shoot."
Claire,Let me know if I can eliminate any distractions for you.
Cameron,"Oh, I got it. No, I got a finger on it. There it is. Oh, lost it again."
Claire,"Maybe you should just wait until it comes to you. You know, make it the Captain of its own spoon platoon."
Cameron,"I understand the point you're making, Claire, but... Oh! Now I'm stuck."
Claire,"Yeah, Cam, you are stuck. You are stuck on a philosophy that clearly doesn't work. Sometimes, you need to say ""no"" to a child."
Cameron,"Yeah, and sometimes you need to say ""no"" to an adult. No, Claire. No, I don't need help raising my child."
Claire,"Oh. Okay. Sorry. Guess I-I do have a lot to learn. Right now, I-I'm looking forward to learning if you will get your arm out of there before Lily gets to the garbage disposal switch."
Cameron,"Um... Lily, sweetie! C-can you do something, please, Claire?"
Claire,"I would like to. Really, I would, but I would probably just say ""no"" and shred her confidence and mangle her self-esteem."
Cameron,"Okay, fine! I'm sorry! Just... here. Stop her! Stop her! Sweetie!"
Claire,What to do with you?
Cameron,Claire! Okay!
Claire,Ohh! Yes!
Cameron,"You think that's funny, don't ya?"
Claire,Yes!
Cameron,"Yes. Well, it's wicked, Claire. It's wicked. Come on. We're leaving, Lily! Lily!"
Phil,"It's living art. We stay perfectly still for 90 seconds, basically doing nothing."
Phil,As long as you both agree it was only 90 seconds. Two nerds with one stone! I love working in an office.
Phil,"I did, before work."
Phil,"No, he always looks like that. Hey. How's it going?"
Mitchell,"Hey, hey. Listen... Okay, I know this is uncomfortable... but we really need to talk about my future here."
Phil,But I-I-I thought we...
Mitchell,"No, I know. I know I led you to believe that I'd be able to stay on here indefinitely, and... and... O-okay, don't get all blinky."
Phil,Oh.
Mitchell,"No, it's not all bad news, okay?"
Phil,Okay.
Mitchell,"You will have me until July, like we agreed."
Phil,"Okay, great."
Mitchell,Yes.
Phil,"Hey, could you jump on the elevator with me real quick? Yes. Yes. I could use a hand carrying up some stuff from my car. Oh! My goodness. I probably need some empty boxes, don't I? You know what? You head down, I'll meet you at the glass doors. There was something else. What was it? I know it's in there. Oh, yeah, you're fired."
Mitchell,What? F-fired?! W-what's going on with these things? You trying to open 'em?
Phil,Mm-hmm. I guess I better... get somebody.
Mitchell,"Wait, wait, wait, wait, wait, wait... you're firing me? I-I don't even like this job."
Phil,That can't be safe.
Mitchell,Lazy?!
Phil,You handed in a couple of things late. I should have warned you. I'm terrible at breaking bad news.
Mitchell,"Well, then why did you come over to my house and tell me how great I was?"
Phil,That was me trying to fire you! I haven't felt like this since I tried to break up with Claire 20 years ago.
Phil,"They said it was your attitude, like you were doing us a favor."
Mitchell,I was doing you a favor!
Phil,"Don't worry, he can't get you."
Mitchell,Two hours I got stuck in there with an entire office of people staring at me. I finally had to lie down. Didn't help my reputation.
Phil,"You guys nailed it. Dude, that was surreal. Get it?"
Alex,"Dad, come on! We have a minute to set up! Where are Mitchell and Cam?"
Luke,"Hey, Manny. Thanks for what you said before about the flag. It really got me thinking."
Manny,"I knew you had a conscience, Luke. And more importantly, you've got a good... You didn't."
Luke,"Yep. And thanks to you, I had them move the ceremony to right under the flag. I'll sign a picture for you."
Alex,"Oh, there you are. I was afraid you weren't coming."
Cameron,It was a discussion.
Mitchell,"If we weren't gonna show up, we would have clearly let you know, and not humiliated you in public."
Phil,"If it's any consolation, the lawyer we hired to replace you is already suing the elevator company."
Haley,Ow. You're sitting on my hand.
Cameron,Be thankful you have two. I almost lost one today.
Claire,"Oh, stop being such a baby. She was nowhere near that switch."
Alex,Shh! Keep your voices down. We're about to go on.
Gloria,Why you looking at me? Am I too loud? Is that what everybody thinks?
Alex,What?
Jay,There's a backstory here you don't wanna know about.
Jay,"Save your appetite, baby girl. And don't forget, afterwards, we're going to Lenny's for a bite to eat... more than a bite if you value my feelings."
Claire,"Oh! Great, we get to see Maxine."
Gloria,"What? You know Maxine, too?"
Mitchell,"Oh, we all know Maxine. Love."
Phil,"Second-best hugger in the world, after Mr. Burt Reynolds. Story to follow."
Alex,"All right, guys, this will all be over in 90 seconds. Hold your poses."
Cameron,Okay.
Alex,I really wanna impress Mr. Gorgeous. Jarvis! Shut up.
Phil,"Hey, Mitch, I know this isn't a good time, I-I just want you to know, I'm really..."
Mitchell,"I know, Phil. You're really sorry, okay? But this is gonna take me a little time to get over, all right?"
Phil,"Actually, I was gonna say I'm really gonna need your parking pass."
Mitchell,What?!
Manny,"How do you sleep at night, Luke?"
Luke,With a medal around my neck.
Alex,Shh!
Alex,"Lily, no!"
Claire,She doesn't understand that word.
Cameron,"Cram it, Claire."
Claire,"Control your child, Cam. It's not that difficult. I've raised three."
Cameron,Really?
Alex,Cam!
Cameron,Why don't you ask Haley what time she got home last night?
Haley,Uncle Cam!
Cameron,"Sorry, dear. Collateral damage."
Claire,What is he talking about?
Alex,Shh!
Jay,Your arms are shaking.
Gloria,"Oh, yeah, I'm sure that the great Maxine can do a better job!"
Claire,"You can criticize my parenting all you like, Cam, but my son just won a medal."
Manny,"For a fire he started. Claire ! Luke, is that true?"
Gloria,How long? It's getting heavy!
Mitchell,You're not getting that parking pass back.
Phil,I tried to let you down easy.
Mitchell,"You don't know how to talk to people, Phil. It's just like when Claire didn't even know you dumped her."
Claire,What?
Haley,When did dad dump you?
Phil,I didn't dumpped her! I just tried to!
Gloria,I am losing it!
Alex,Just a few more seconds!
Cameron,We really are trying to not say that word.
Alex,"B-minus, but there was a silver lining. ""I expected more, Alex."" Alex!"
Claire,I am gonna call Haley and tell her we're not going to that deli. I can't take another minute of Cam.
Cameron,"You know, I'm not even sure I believe all these new parenting theories, but I'll be damned if I'm gonna let her tell me they're wrong."
Mitchell,We are not going to dinner.
Gloria,I tried that sandwich. It's not that good. You're not missing anything.
Manny,I sure won't miss seeing Luke and that stupid medal. I play by the rules. Where's my medal?
Gloria,Jay can stay with that Maxine. She's not loud like me.
Phil,"In fairness, you can be a little quick to give advice."
Claire,"Well, I'm always ready to help, if that's what you mean, yeah."
Phil,"Yeah, but if you're not careful, it can come off a little... Know-it-all-y."
Claire,"That's not a word. What you mean to say is, it can come off like I know it all. I've always been this way."
Phil,That's why I wanted to break up with you.
Mitchell,"The word ""fired"" doesn't even apply. You can't get fired from a favor."
Cameron,"Okay, sweetie, maybe you should just let it go. Like I always say, it's better to carry a tune than a grudge."
Mitchell,"Okay, you... You've never said that, but... And... and what about this grudge you're holding against Claire? I don't see you trading that in for a tune."
Cameron,That is completely different. She insulted my parenting skills.
Mitchell,"Which, you have to admit, you can be pretty defensive about."
Cameron,"Okay, so maybe we both can be a little sensitive."
Mitchell,"N-no. No. Mnh-mnh. No. These... these are... these are not equal. No, you have no idea what it feels like to be fired."
Cameron,"Yes, I do. I've been fired. Everyone has."
Mitchell,Not me.
Cameron,Never?
Mitchell,"No. Nope, I've always been very good at what I do."
Cameron,So then maybe what you're feeling is a little insecure about your work for the first time.
Mitchell,That's hogwash.
Cameron,"As someone who's seen actual hogwash, I can assure you that it's not."
Manny,I don't know why you're so bothered by Maxine. She's nice.
Gloria,"Oh, good! Why don't you, Jay, and Maxine live together, eating sandwiches forever?!"
Manny,"Can I float a theory here, mom? You sound like you're jealous."
Gloria,"Please! Me jealous of that woman? I just don't like the way they talk to each other! And the little jokes, and she knows everything about his life! Just makes me feel like, em... Is that jealous? Ay, my poor sisters."
Jay,"Who knows what they're doing? Right now, they're all sniping at each other."
Jay,"Right. As long as I have you, Maxine..."
Claire,"Well, he set fire to a school and lied about it."
Jay,You know they give medals for anything these days.
Claire,It's going back tomorrow. He doesn't get a lot of medals.
Phil,I just really need one of these. Hey. Don't hold back.
Jay,My girls. There they are.
Jay,"Hey, Cam. Come on in!"
Phil,"I, uh, I appreciate your coming. And, again, I really, really... thank you."
Mitchell,Yeah.
Jay,There she is.
Gloria,"Hola, Maxine. So nice to see you."
Gloria,We don't need it. It's Jay Pritchetts all around!
Jay,"Gloria, if you want your sandwich without anchovies, I won't be offended."
Gloria,"Aw. Of course, then it'll be a Jack Feldman."
Phil,Hey.
Mitchell,Hmm?
Phil,"Hey, man."
Mitchell,Is the repair guy here?
Phil,"He's working on it. Um, listen, uh, it's Katie's birthday, skip's assistant. Big 3-0. Still no ring."
Mitchell,You woke me up to tell me that?
Phil,"No, no. I-I grabbed you some cake."
Mitchell,"Oh, sure it's not for employees only?"
Phil,Okay. Had that coming.
Phil,Mitchell.
Phil,"Mitchell, my br... uh, the lazy guy."
